user_id,artigo_id,rating
141,1907.108,5
174,2402.08788,4
441,2402.00091,4
45,1912.08377,4
316,1212.1037,4
456,2007.09469,5
153,2202.00663,4
457,1110.0404,1
249,2401.03581,5
228,2201.04687,5
235,2105.03521,5
151,2305.18439,3
247,1908.07565,2
438,1412.2497,5
499,1505.01629,1
377,2210.00753,4
178,2307.09816,4
423,2206.01203,5
384,1903.03053,1
494,1210.6192,1
131,1810.10649,1
136,1704.06807,4
399,1803.03745,4
44,2212.01141,5
452,1806.06902,4
287,2205.01293,4
342,1801.00048,5
25,2307.14448,4
113,2309.06981,5
321,2202.0348,1
180,2011.13213,5
425,2009.00319,5
403,1403.0952,5
396,1904.10083,5
81,1910.01895,4
166,2404.09828,4
383,1210.2005,5
78,1705.08804,5
308,1901.09367,5
316,1312.5297,4
213,2104.10823,5
217,1911.07125,5
489,1809.07559,4
81,1107.1805,4
67,2003.10396,3
66,2202.1401,4
446,2304.0083,5
321,2302.12249,4
486,2302.11962,1
2,2011.05583,5
276,1807.11328,4
7,2306.0019,4
489,2003.06279,5
301,1508.04145,4
307,1310.4252,5
350,2209.05561,4
95,1606.02541,3
284,1203.602,5
250,1610.06064,4
252,2311.09788,5
479,2002.06736,5
238,2205.0711,5
67,2006.02081,4
234,1611.04531,1
137,2311.16091,4
198,1005.4877,1
393,2012.08665,4
255,2312.04417,5
311,2111.12147,4
301,2112.06637,4
134,2309.06782,5
298,1501.06209,4
291,1902.01454,4
128,1910.13688,5
197,2309.01199,5
157,2008.10131,5
456,1411.5925,4
466,1706.05656,5
491,1801.04497,4
250,2202.07075,5
115,2306.07706,4
458,1412.178,4
272,1708.01461,4
401,2111.04053,5
66,1709.09006,4
337,1805.06504,5
55,2207.05648,4
85,1703.10339,5
237,2012.06922,1
393,1606.06566,5
392,2312.1208,4
423,1903.08322,4
292,1303.4566,4
334,1011.0953,4
445,2110.14768,5
460,2009.02535,5
285,2106.03503,5
176,2311.13099,5
164,1911.05033,4
163,2305.03223,5
493,2306.08698,3
476,2001.00219,5
353,2309.15573,5
44,2101.1089,2
129,2303.1257,5
298,1911.02547,5
226,2308.05063,5
391,2302.05811,4
131,2304.04912,1
187,2108.06206,5
335,2205.0573,5
172,2104.09732,4
490,2010.01587,4
10,2303.11898,5
52,1105.0398,4
426,2009.12913,5
476,2111.14992,5
443,2211.10889,5
293,2205.02946,1
400,1909.00338,4
83,2305.16748,5
369,2307.12194,4
149,2208.06724,5
64,1907.00844,5
170,2404.12498,4
114,2202.08082,4
434,1103.1264,4
281,1809.08291,4
467,1409.2002,5
408,1204.184,2
437,2111.03017,4
57,2210.02695,4
207,1911.08297,5
237,1911.11358,4
194,2111.12953,4
328,1311.4502,4
295,2401.12243,5
433,2303.11551,4
176,1704.08049,4
129,1904.0797,4
423,2402.18761,5
285,2008.01919,5
307,1809.04644,5
192,2402.17168,4
225,2209.11158,4
240,2401.05391,1
484,2212.10793,5
305,1801.02688,1
374,1406.0067,4
176,2006.10716,3
165,1901.01255,4
246,1708.05908,5
272,1910.12359,5
31,2104.07511,4
381,1910.02434,4
134,2105.0368,4
484,2011.1197,4
292,1109.3627,4
375,1806.07603,2
436,2305.09006,4
477,2210.12955,4
118,1209.4922,5
80,2009.03809,4
52,2205.02974,5
124,1510.00574,3
235,2402.14877,2
212,2111.10954,4
241,1907.10707,2
163,2101.11023,5
67,2304.04819,5
353,1604.03276,5
3,1402.4036,4
292,2311.0071,5
197,2302.08504,2
457,2306.01732,4
271,2303.14111,5
3,1809.04362,5
458,1401.7528,3
282,2312.06549,5
353,2110.01614,4
212,2310.13633,5
486,1903.1017,4
127,1802.04986,5
50,2403.17234,5
304,1505.03587,4
274,2205.09055,4
479,1604.04539,5
15,1912.04764,5
219,2307.1621,4
457,2001.112,5
53,2308.16874,5
55,1801.08003,4
431,2201.03733,1
207,2309.11587,2
30,1910.07879,5
161,1607.06017,4
98,1911.0133,4
198,1003.0529,5
424,1208.2849,5
158,2204.12586,5
241,2006.08952,5
482,1811.01686,4
42,2102.08514,2
499,2108.02694,5
366,2107.08594,4
305,1910.01073,5
488,1912.07661,5
454,2112.08587,5
347,1905.0356,3
339,2212.10839,5
327,2106.13826,5
479,1203.0038,1
394,1905.11067,4
57,1009.3088,4
12,1212.5423,4
394,1911.02392,5
328,2009.10618,5
84,2110.01127,5
413,2011.00496,4
135,2210.04729,5
177,1208.123,4
269,2403.09111,4
319,2103.11338,5
307,2403.13027,5
212,2304.01409,4
407,2310.09299,4
58,2104.01472,5
360,1406.0333,4
493,2401.12455,4
374,2105.14688,5
274,1603.02636,4
179,2308.00184,4
222,2008.07939,5
71,1803.087,5
488,2102.00453,4
497,1905.06844,4
321,2103.03539,4
482,2403.17885,5
487,2103.03287,4
71,1801.02135,5
363,1906.02927,2
19,1206.1898,4
176,1912.1314,5
372,2110.0428,5
404,1701.0249,4
77,2404.04814,4
201,2001.10627,5
329,2310.06758,4
164,1807.09739,4
48,2001.06598,5
297,1012.5141,5
93,2106.04267,4
117,2205.00605,4
349,2201.08442,5
140,2006.06222,4
81,1308.1472,1
76,2403.15812,5
354,2008.0865,4
396,1102.0467,4
285,2208.11898,4
384,1907.06814,5
269,2311.17593,4
317,2210.07789,5
466,2307.07963,4
269,1603.04055,2
202,2203.15789,5
497,2001.08941,5
471,1708.05908,5
360,2209.01621,5
405,2301.10944,4
95,1003.5455,4
30,1805.00445,5
448,1810.0583,2
468,2402.13246,4
71,2403.04018,4
461,2004.13237,4
169,1406.1423,5
285,1405.6563,5
181,2004.12867,3
223,2209.0609,5
249,2308.14737,5
438,1904.01362,5
281,2209.04326,4
277,1406.2079,4
104,1304.2576,5
168,2306.10841,5
182,2109.01439,3
52,2207.13904,4
350,1801.02129,2
363,2201.08684,5
129,1708.02313,4
174,2308.16177,3
405,2009.05689,4
66,1009.087,5
144,1509.09149,4
321,1907.00824,5
116,2306.02555,5
414,2112.05719,4
229,2308.07146,4
245,1508.01083,2
422,1505.01535,5
128,2202.12692,4
258,2002.12846,5
356,1703.02386,5
297,1804.01977,5
260,2205.01845,4
81,2104.02215,5
306,2210.02724,1
208,2002.02912,4
268,1704.04333,4
384,2312.1098,4
297,1704.06683,4
264,2205.15032,3
248,2205.14375,5
83,2204.05107,5
422,1805.06893,4
477,1910.05398,4
396,2305.08051,5
4,2403.16405,5
203,1808.04521,1
248,2001.11267,4
14,2205.05739,4
26,2201.0858,1
249,2003.12808,4
34,2012.04264,5
425,1810.07852,5
267,2310.15461,5
92,2209.12232,1
332,1601.05313,4
295,1406.2067,5
251,2308.15991,5
115,2308.15214,5
160,2305.05589,3
99,2011.14097,2
385,2010.11734,4
120,2006.05463,4
82,1608.02674,5
273,2302.07051,4
484,2102.12476,1
470,2404.09847,5
114,1404.4748,5
465,2305.17334,2
372,2109.05411,4
492,2003.00671,5
100,2404.03113,5
343,2312.14322,4
126,2106.01205,5
476,1905.0549,5
465,2304.11708,5
188,1812.09526,1
419,2108.01592,4
268,1708.0597,4
333,2010.04135,5
100,2312.03696,2
12,1806.0259,4
318,2401.03,5
231,2301.09394,5
344,1512.06388,4
198,1502.0319,4
474,2202.03012,5
73,1910.09094,4
193,2205.04981,1
246,1906.05996,5
334,1808.09333,5
364,2308.08493,5
79,2002.00844,5
329,1709.09471,4
481,1711.04013,5
87,1911.01608,3
318,2201.09453,4
477,2204.03832,4
34,2108.06076,4
469,2103.06139,4
39,2303.17811,5
88,1705.08754,4
220,2310.13344,4
500,2011.00956,4
299,1210.567,4
430,1801.0029,2
193,2311.06073,5
128,2307.09915,5
31,2109.09391,5
399,1712.09163,5
452,2012.1069,4
70,1407.2109,4
446,2005.08968,4
321,1102.3328,4
239,1604.08848,1
391,1703.09218,3
27,2105.01705,5
89,2207.01053,5
246,2104.12984,2
434,1309.3139,1
75,2306.01492,4
160,1403.6952,3
8,1308.6604,4
2,1503.02563,4
73,1601.03094,4
44,2004.05645,4
134,2107.09045,5
84,1506.0654,5
182,2102.03361,2
93,2003.02658,5
75,2210.02142,3
490,1507.06745,5
157,2305.19918,5
492,2401.08282,4
166,1412.7725,5
468,1005.2724,4
251,1702.02463,5
24,1407.6877,5
223,2104.04147,5
282,2106.15989,4
244,1210.6119,4
286,2312.17681,4
485,2309.0472,5
341,1810.03733,5
186,2004.06163,5
144,2403.10571,4
129,2110.04755,5
48,2105.12858,5
105,2402.07027,4
193,2204.0818,5
419,1404.6664,4
398,2209.12618,5
303,2207.14221,5
265,2310.15762,4
352,1802.05178,5
295,1811.06447,4
292,2010.03104,5
75,1806.0079,4
10,2109.08356,4
275,2109.03222,5
284,1511.06892,4
239,1207.3654,1
311,1504.03744,4
338,1811.02491,5
184,2103.14727,2
52,1910.02055,4
33,1008.2581,2
277,1412.113,4
157,1701.00629,5
360,2212.05023,3
284,2403.04641,5
406,2004.10221,4
318,2310.05428,4
194,2212.05301,4
472,2210.14509,1
453,2401.17706,5
446,2007.15645,5
335,1501.05691,3
351,1306.4532,4
82,1604.03793,4
86,1108.6328,4
377,1411.7018,3
155,2301.12623,5
46,2208.00726,5
248,2307.0781,5
333,2004.05494,4
424,2106.02558,5
169,2308.15614,4
202,2007.14502,4
388,2006.07512,5
53,2010.13626,4
52,2208.07021,5
480,1304.6813,5
129,2101.02925,5
300,2309.164,4
435,1202.4832,3
233,2308.02784,4
15,2203.13073,5
316,2403.19423,5
349,2210.15344,5
255,2311.08398,4
66,1204.3569,5
158,1905.05918,4
316,1708.0652,4
8,1510.01753,4
377,2402.07946,5
401,2403.16245,4
341,2301.01231,4
456,2210.11467,4
213,1206.3273,4
30,1802.04613,5
464,2404.08372,1
190,2205.09083,4
495,2207.03398,4
344,2106.09376,4
394,1005.5433,5
231,1907.07296,4
319,2309.13475,4
220,1805.07907,4
382,1008.3795,3
388,2011.04922,5
66,1504.07863,5
400,2403.20197,4
11,2309.06981,5
242,2311.16531,4
44,2304.08058,5
345,1106.272,5
91,1901.05451,4
89,1906.00834,4
401,2306.0019,5
388,2007.12824,5
414,2106.13638,5
469,1510.0046,5
242,2210.02612,5
388,2210.1433,4
189,2306.16915,5
357,2103.04456,5
90,1211.4779,4
386,2211.00734,5
336,1911.08384,5
359,2304.01191,4
17,1809.03618,5
312,2212.10839,4
1,2001.00057,4
270,2301.10933,4
31,1407.3392,4
385,2310.10093,5
156,1703.01284,5
433,2102.0149,4
153,2104.14347,1
313,1006.3404,1
324,1303.4869,4
470,2009.08295,5
40,1711.1125,4
440,2012.13004,5
70,1410.6026,4
326,2211.15053,4
186,2201.07823,5
287,2210.12357,4
427,2009.01947,4
91,2012.10151,5
43,2310.06452,5
190,2212.06225,5
378,1311.7683,4
103,1202.5544,5
493,1601.05142,2
53,2310.18057,5
490,1901.09659,4
435,1505.02595,4
380,2202.08574,5
477,2209.12134,4
267,2004.02205,4
88,1605.06491,5
288,2112.10273,4
76,1509.03778,1
342,1705.07163,3
294,2007.11893,4
380,2311.13244,5
248,2109.00641,1
414,2401.14421,4
470,2311.17404,5
198,1805.02538,4
236,2003.11061,4
169,1110.5813,5
251,2312.15894,5
480,2105.08115,5
269,2306.02858,5
393,2311.10927,4
237,2303.11748,5
312,2308.12497,5
115,1612.02606,5
152,2303.00474,4
4,2110.05571,4
361,2107.08379,5
440,1711.09601,4
224,1212.1186,5
461,2203.14568,4
309,2403.1619,4
395,2003.13752,3
8,1101.2428,4
160,1803.01896,5
143,1907.03202,4
259,2111.06425,5
50,2305.02697,4
154,1908.03619,4
139,2210.10888,4
319,2305.15816,5
245,1907.13024,5
163,2401.08491,5
232,2103.05394,4
272,2107.12108,4
324,2302.11173,1
264,1402.0557,4
24,1807.0092,4
244,1909.088,5
128,2305.05249,2
458,2106.12505,4
487,2103.06649,3
458,1406.6786,5
240,2209.06496,4
170,2003.08051,5
117,1508.05373,1
154,1309.2687,5
265,1912.01161,5
485,2404.1411,5
273,1906.09698,4
269,2311.1058,5
54,1408.5958,4
257,1006.265,4
102,2301.11857,5
273,2404.14755,5
140,2304.14981,5
182,2009.12408,4
30,1010.6032,5
228,1501.01149,4
487,2403.12521,5
411,1309.7735,5
282,1209.1859,5
361,1311.1626,5
421,1507.01191,3
91,1905.10975,4
161,1509.03597,4
178,2007.03926,5
271,2107.10427,5
300,1909.09708,4
147,1609.07545,5
136,1603.01733,5
362,1907.00467,1
150,2101.029,3
366,1908.09541,4
435,2107.01348,4
380,2306.07543,1
392,2012.10565,5
12,2402.03486,5
133,2201.09453,5
454,2212.03485,4
125,2208.09791,1
177,2305.03915,4
334,2404.17871,5
20,1811.02169,5
473,1806.01661,5
193,2006.07163,4
219,1207.3962,4
453,1609.06536,4
238,2106.01666,5
120,1810.06872,4
380,1107.2737,5
227,1704.04333,4
297,1211.4853,5
396,1507.0433,4
64,1010.4845,4
38,1810.07315,4
246,1807.04085,4
258,1203.1203,1
60,2112.09479,4
399,1707.09602,5
95,1705.0545,5
413,1511.08118,1
94,2009.04462,5
289,2205.14324,4
345,1309.4944,5
316,2107.10204,4
241,2010.0033,4
378,1705.03263,5
98,1501.04789,4
430,1608.09002,4
482,2003.01006,5
37,2309.08051,4
433,1801.02062,2
217,2110.13745,4
120,1309.1884,4
299,1901.05754,4
433,2107.04843,3
252,1604.0559,5
473,2210.14013,5
133,2010.13438,5
444,2107.11076,3
449,2108.10195,5
239,1304.3071,4
325,2205.05671,4
263,1811.043,4
56,2007.0692,5
337,1111.4372,3
228,2106.05761,5
182,2403.08783,5
448,2112.06994,4
108,1407.7592,2
409,2403.1383,5
246,1406.6889,5
273,2212.05332,4
347,1110.0404,4
297,2403.14043,4
482,2105.05793,4
268,1608.03462,5
46,1212.3873,4
23,2403.05957,5
253,1405.4806,5
435,1904.07136,4
115,2402.03481,1
63,2111.09314,5
282,2403.09502,5
444,1705.05646,5
128,2202.119,5
217,2302.10243,4
190,2011.12193,5
190,1305.482,5
128,1810.06118,3
384,1412.6935,1
366,2005.07893,5
4,1811.03862,4
237,2207.07014,5
241,1209.649,4
203,2308.03299,4
119,2201.09147,4
205,1309.0867,5
333,1610.07089,5
121,1208.3691,1
242,2201.01731,4
316,1607.045,2
390,1007.1841,2
473,2304.07297,5
307,1911.07917,5
83,2206.08087,5
445,2404.15607,5
96,1511.07207,5
453,2402.09809,5
155,2312.06858,4
303,2312.09373,5
354,1002.093,2
223,2404.06939,4
172,1311.3429,3
114,2301.02999,2
442,1710.03856,5
21,1508.00396,4
34,1608.03016,4
381,2005.01615,4
281,1410.8576,4
119,1604.08239,5
182,1012.5306,2
198,2403.14773,5
5,1701.06815,4
273,1607.03257,5
9,2104.1141,5
104,1706.01382,4
55,2001.00084,5
80,1502.04697,4
82,1610.06317,5
64,2012.14318,5
205,1807.08426,5
155,2303.12296,4
474,1406.4628,4
343,1110.0404,5
201,2012.13919,4
224,1209.3878,5
468,1703.03821,3
347,2009.14136,3
258,1902.03154,5
96,1906.10274,4
466,1201.6568,1
494,1801.00048,4
349,1901.03772,5
375,1108.3638,5
347,1909.0455,4
488,1902.09489,1
486,2308.11724,4
205,1503.02422,4
245,1808.08655,1
383,2212.03308,5
121,1307.2411,4
188,2202.03243,4
376,2011.07447,1
306,2104.12426,5
287,2207.12501,1
200,2104.07186,4
267,2210.03804,5
119,1109.6494,5
261,2309.02111,2
499,1601.04036,5
337,1608.02193,5
336,2306.10841,4
396,1310.1553,5
384,2209.10215,4
268,2010.06693,5
8,1811.05318,5
366,1401.6157,4
32,1803.0993,4
175,1802.04887,4
126,2105.02099,5
219,1711.00181,4
132,1101.34,4
172,2302.08632,4
8,1908.05391,5
332,2312.15188,5
325,2006.12135,5
249,1207.5813,3
459,2307.10631,5
208,1912.07773,5
74,1611.05564,5
104,2001.01388,5
269,1905.04232,5
399,2110.07275,4
228,2312.09321,4
100,1806.06917,4
137,2404.02304,4
406,2204.04254,5
434,1305.4996,1
119,1805.00858,5
69,2105.08115,4
321,1106.2007,5
177,1208.1679,4
371,2002.02962,4
320,2305.12217,4
493,2204.09931,4
57,2212.03054,5
30,1801.01641,4
454,2210.01225,5
107,2401.03192,1
471,2003.00862,4
10,2311.12198,4
193,1809.10911,4
98,2309.04841,2
394,2303.03024,5
286,1308.5843,5
414,2209.13768,4
188,1602.03924,4
120,1911.10698,5
455,2304.13649,5
219,2305.06934,3
50,1407.2415,5
145,2304.00545,4
412,2204.0048,4
154,2211.02806,3
250,2310.15064,5
15,2101.03591,5
235,2309.12275,2
240,2310.08529,5
259,2308.14524,3
174,1912.07211,4
139,2011.13152,4
298,2104.11888,5
428,1103.0829,5
44,2309.07925,5
346,1805.08381,5
290,1904.09984,4
21,2404.05236,4
432,1712.07473,4
438,1907.09415,4
168,1510.05891,3
314,1205.217,5
377,2404.19621,2
58,2009.01185,5
173,1112.2156,1
409,2006.13039,5
307,2401.10432,5
60,2209.12134,4
118,2403.13502,4
403,1102.0467,4
51,2310.01945,5
242,1403.1451,1
291,1508.00396,4
40,1901.02369,5
141,1012.524,5
353,1906.06014,5
223,2107.14052,4
289,1101.3453,1
482,2111.0036,2
437,2209.09452,5
23,2403.05557,5
57,1901.06614,5
380,2303.04837,4
169,1206.1216,5
137,1409.4829,3
287,1909.04826,4
210,2311.10902,3
395,2303.08871,5
209,2312.1208,5
411,2210.10652,5
132,1809.03049,5
201,2109.08031,5
95,1505.01535,4
210,1710.04031,4
114,2012.14674,4
197,2308.16139,4
256,1604.0658,5
378,2105.08116,5
253,2111.0106,4
102,2102.10826,5
380,2003.00736,4
115,1306.0549,3
194,2208.10797,5
10,2401.10556,5
308,2101.01335,5
252,1602.07024,5
280,2404.01752,2
142,2002.00423,5
319,2210.11948,5
495,2303.15299,4
271,1503.07077,5
201,1704.01524,4
346,1303.2156,4
369,2004.11339,5
357,1904.12362,5
26,2304.11105,4
334,2010.14181,4
284,2204.0673,4
326,2010.06529,4
129,2003.09651,5
242,1302.476,5
101,1611.02049,4
208,2304.1233,4
87,2106.0119,5
273,1907.00042,4
198,2308.03299,5
272,1806.06151,1
348,1602.08213,2
176,2303.10829,4
96,2307.13762,4
479,2201.04862,4
119,2305.17034,5
176,1810.03069,3
299,1702.03564,4
241,1903.00905,4
254,1509.0733,4
175,2002.07988,4
2,2206.05438,5
370,1907.09234,1
210,1108.5619,4
319,2302.02898,5
216,2305.15777,5
156,2210.11481,1
116,1303.0539,1
378,2104.00632,1
86,1703.06356,5
96,1305.3268,2
452,1602.01616,5
384,2112.12761,4
456,2310.08089,5
342,1901.01007,4
390,2103.16026,4
47,1708.04418,5
268,1012.1749,4
491,2201.08501,4
162,2308.00521,5
268,2401.07967,4
91,1110.5863,5
108,2002.07285,5
380,2210.01482,5
391,2103.0897,4
434,2401.09759,5
367,1604.08507,5
473,1907.05971,3
314,1912.11516,4
223,2307.08493,4
28,2210.09964,4
204,2301.09236,5
339,2109.02011,5
481,1906.11513,4
191,2011.02541,1
140,1301.623,4
261,2304.00485,4
184,1704.02841,4
233,2302.13321,4
39,2307.10501,4
454,1904.105,5
20,2206.00031,4
19,2004.09845,4
338,1002.2196,4
400,1402.5208,2
255,1909.02165,5
213,1804.07459,5
14,2005.06047,5
330,1606.08927,3
330,1806.05542,5
167,2008.05157,4
370,1508.00142,4
210,2403.05663,4
415,2111.09472,3
47,2402.17721,4
35,1611.09433,5
41,2102.11158,5
246,1604.01741,4
281,1605.05166,4
147,1103.1604,4
194,2005.0758,1
132,1804.02734,4
169,2109.07915,3
14,2208.13512,5
159,2107.08008,3
301,2201.07208,4
84,1904.03741,4
277,1211.4091,4
2,1608.017,5
108,2006.14702,5
35,2107.12958,4
4,2308.15991,4
11,2312.00989,4
446,2102.00461,4
240,1712.08708,1
462,2304.0726,5
17,1812.04818,5
262,2108.10195,1
235,1902.0479,5
149,2107.08351,2
440,1811.03819,5
431,2208.08618,4
67,2012.07556,4
16,1707.0244,5
150,2307.0627,4
21,1801.07399,4
211,2205.07722,4
190,2102.12356,4
55,2008.11409,5
28,2210.01878,5
84,1807.08579,4
322,2009.01488,5
104,2104.05818,3
275,2204.02617,5
86,1303.0618,3
65,1910.13841,5
173,2309.02543,5
446,1809.06209,4
113,1611.08483,3
309,2402.08229,4
467,1507.0367,2
324,2107.07296,5
394,1708.08596,5
29,2007.03926,5
242,2312.08621,5
321,2201.04205,5
87,1103.1254,5
252,1511.0945,5
352,1907.11743,5
90,2201.00695,2
71,1405.5461,4
333,1408.2313,5
60,2404.1142,5
90,2105.07305,4
117,1307.4062,3
481,1807.04448,4
423,2205.09241,5
298,1311.3355,4
86,2110.12255,5
246,1004.471,5
361,1205.2822,4
401,2103.08432,5
174,1811.07799,4
33,2211.05857,5
207,1511.08591,5
156,2303.06818,5
40,2110.04101,5
158,2404.10123,2
236,2208.13451,4
10,1409.1148,4
232,2107.00873,2
416,2302.12389,5
318,2104.0994,4
4,1807.07255,4
184,1606.07908,4
482,2205.09394,4
21,1206.2847,5
51,2010.08123,5
14,2210.17222,5
303,1405.2432,2
372,2404.12457,4
251,2206.12407,5
314,2010.07513,5
423,2404.10856,4
105,1502.02251,4
472,2310.02606,1
448,2204.04061,1
402,2005.10963,3
161,2011.11682,3
290,1901.11211,4
124,1906.10005,4
387,2007.1551,5
469,1102.1115,5
46,1210.0481,5
211,1910.08288,5
148,2403.04641,5
46,1507.07011,4
421,2208.10113,5
158,1911.09787,4
280,1905.10763,5
122,1406.6786,5
429,1808.10262,5
189,1205.0917,4
394,2303.18184,4
377,1810.09952,5
123,2007.05093,5
178,2003.00129,4
42,1502.07447,4
167,1707.03502,5
351,2005.01374,3
291,2203.08217,4
441,2107.09735,5
388,2305.13765,4
252,1911.01402,4
428,2305.09432,5
192,2303.12658,4
31,1701.02302,4
298,2301.06864,5
253,1504.05287,5
222,1507.04215,5
402,2007.04057,5
39,2004.06547,4
433,2403.09573,4
347,2401.11328,4
350,2110.13466,5
301,2111.05412,3
474,1111.0372,5
376,1907.0137,5
367,1805.10911,4
62,2003.0858,5
385,2112.01751,4
165,2111.12727,5
371,2005.13255,3
182,2005.11694,5
329,1905.13706,4
276,1912.11819,4
220,2012.15035,4
54,2402.14485,4
486,2310.12945,4
167,2211.08651,5
124,2007.00903,4
391,1209.6017,5
38,2309.15003,1
399,1811.08824,4
500,1606.01621,4
192,2306.14828,4
103,2306.14078,4
346,1212.4702,4
207,2210.16935,2
482,1710.00482,4
141,1909.08996,5
390,2404.0299,5
482,1702.02287,5
482,1808.01896,3
404,1704.00386,5
207,2109.09391,3
261,1503.07431,4
488,1401.4613,4
418,2309.02579,5
121,1602.06922,4
153,2304.01191,5
122,1211.2483,5
119,1306.386,4
373,2401.11067,5
118,2310.05999,5
24,2308.13665,5
38,1903.05333,4
63,2211.05417,4
487,2210.10969,4
468,1508.04145,5
307,2306.08698,4
173,2006.02642,3
357,2311.14443,4
185,1105.0398,4
471,2207.05971,5
357,1207.1401,1
499,2103.00124,4
111,1710.08436,5
305,1003.4084,4
338,2309.15554,5
341,1501.07293,1
398,2202.11268,5
25,1712.08136,5
376,1602.06645,5
250,1611.09232,1
